,Name,Aggregate Rating,Type,Price,Latitude,Longitude,Sensor ID,Sensor
346,Chef David 大味江湖,4.1,"Chinese, Hot Pot, Asian, BBQ, Cabinet Food",4,-37.80785,144.960397,51,QVM-Franklin St (North)
347,Mansae Korean BBQ & Bar,4.5,"Korean, Korean BBQ",4,-37.8095630386,144.9596073479,51,QVM-Franklin St (North)
348,Butterlake Pancakes,3.4,"Desserts, Taiwanese",1,-37.8072187619,144.9593739957,51,QVM-Franklin St (North)
351,Queen Victoria Market Cake Shop,3.3,"Desserts, Bakery",1,-37.8071973055,144.9593807012,51,QVM-Franklin St (North)
352,Kicks,3.4,Pub Food,3,-37.8084155443,144.960655421,51,QVM-Franklin St (North)
353,Hot Star Large Fried Chicken 豪大大雞排,3.8,"Fast Food, Taiwanese, Fried Chicken",2,-37.8089217472,144.9605313689,51,QVM-Franklin St (North)
354,Gong Cha,3.8,"Bubble Tea, Taiwanese",1,-37.8089108868,144.9605451152,51,QVM-Franklin St (North)
355,The Borek Shop,4.4,"Bakery, Turkish",1,-37.807176114,144.9594024941,51,QVM-Franklin St (North)
356,Biang Biang古城秦味,3.8,"Chinese, Street Food",3,-37.809082,144.960457,51,QVM-Franklin St (North)
357,Ladle and Tong,3.8,Healthy Food,2,-37.8071263138,144.9593558908,51,QVM-Franklin St (North)
358,Parco Project x Shujinko,3.9,"Japanese, Italian",3,-37.8089688973,144.9605876952,51,QVM-Franklin St (North)
359,Bratwurst Shop & Co,4.3,"Fast Food, German, Eastern European",1,-37.8070987648,144.9593146518,51,QVM-Franklin St (North)
360,Panda BBQ Restaurant Bar 熊猫有料音乐餐厅,3.8,"Chinese, BBQ",3,-37.8128854265,144.9671135098,21,Bourke St-Russell St (West)
362,Taco Bill,2.8,Mexican,3,-37.8130088577,144.9682970345,21,Bourke St-Russell St (West)
363,Superfluid,3.6,"Healthy Food, Juices",1,-37.8131267263,144.9676268175,21,Bourke St-Russell St (West)
364,Modern China Tea Shop 茶颜悦色,3.6,"Tea, Bubble Tea, Beverages",1,-37.8130975902,144.9680962041,21,Bourke St-Russell St (West)
367,Le Charme,4.3,"Asian, Pan Asian, Vietnamese",3,-37.8119591567,144.9671182036,21,Bourke St-Russell St (West)
368,China Red,4.3,Chinese,3,-37.8125977729,144.9668882042,21,Bourke St-Russell St (West)
369,Tim Ho Wan,3.4,"Chinese, Yum Cha",3,-37.8129444934,144.9671165273,21,Bourke St-Russell St (West)
370,China Chilli - 蜀香坊,3.9,"Chinese, Asian, Hot Pot, Dumplings, Sichuan",3,-37.812747692,144.9669361487,21,Bourke St-Russell St (West)
371,@Siam Thai Restaurant,4.0,"Thai, Asian",3,-37.8127723253,144.9686356634,21,Bourke St-Russell St (West)
372,Straight Outta Saigon,3.5,"Vietnamese, Pho",3,-37.8130671298,144.9683275446,21,Bourke St-Russell St (West)
373,Mrs Zan's Kitchen,4.0,"Chinese, Malatang",2,-37.8125214889,144.9668362364,21,Bourke St-Russell St (West)
374,Juicy Bao,4.1,"Asian, Chinese",3,-37.8119906771,144.9670223147,21,Bourke St-Russell St (West)
375,BlackBall,3.8,"Desserts, Beverages, Taiwanese",1,-37.8125273162,144.9668177962,21,Bourke St-Russell St (West)
376,Liang Crispy Rolls,2.6,"Taiwanese, Chinese, Asian, Street Food",2,-37.8129368121,144.9670317024,21,Bourke St-Russell St (West)
378,Westlake,3.7,"Chinese, Yum Cha, Asian",3,-37.8120868274,144.966904968,21,Bourke St-Russell St (West)
379,Simpsons Burgers,4.3,"Burger, Fast Food",2,-37.8131881768,144.9681277201,21,Bourke St-Russell St (West)
381,The Soup Place,3.6,"Healthy Food, Salad",2,-37.8165988651,144.9655652046,53,Collins Street (North)
382,Tako Sushi Japanese Cafe,3.2,"Sushi, Japanese",2,-37.8160781474,144.9665958434,53,Collins Street (North)
384,Café Segovia,2.8,"Italian, Coffee and Tea, Cafe Food",3,-37.8152999775,144.9643263593,53,Collins Street (North)
387,Eliana Lulu,4.0,"Italian, Pizza, Cafe Food",3,-37.8167116956,144.9655397236,53,Collins Street (North)
389,Yen Sushi Noodle,3.8,"Asian, Sushi",2,-37.8167246738,144.9656195194,53,Collins Street (North)
390,Lt Collins Melbourne ,0.0,"Coffee and Tea, Cafe Food",3,-37.8151752258,144.9642539397,53,Collins Street (North)
392,Ginger Olive Bistro & Bar,4.0,"Modern Australian, Cafe Food, Coffee and Tea",3,-37.8165755574,144.9662300572,53,Collins Street (North)
393,Issus,3.3,Continental,3,-37.8167538084,144.9656352773,53,Collins Street (North)
394,Caffé E Torta,4.0,"Italian, Coffee and Tea, Cafe Food",3,-37.8150141873,144.9642965198,53,Collins Street (North)
395,Brunetti,4.3,"Desserts, Coffee and Tea, Cafe Food",2,-37.8167606947,144.9657827988,53,Collins Street (North)
396,Hudsons Coffee,2.9,"Coffee and Tea, Sandwich",2,-37.8159915373,144.9641215056,53,Collins Street (North)
397,Union Kiosk,4.1,"Sandwich, Coffee and Tea, Cafe Food",2,-37.8148007048,144.9645097554,53,Collins Street (North)
398,Lustre Bar,3.5,Bar Food,3,-37.8167877105,144.9656755105,53,Collins Street (North)
399,Little Collins Melbourne,3.4,"European, Cafe Food, Coffee and Tea",1,-37.815097,144.964207,53,Collins Street (North)
400,David Jones Foodhall - Juice Bar,3.7,"Juices, Healthy Food",1,-37.8143260616,144.964902699,4,Town Hall (West)
403,VB Rolls,3.4,"Vietnamese, Sandwich",2,-37.8138408205,144.9665834382,4,Town Hall (West)
405,Everyday Coffee Midtown,3.5,Coffee and Tea,1,-37.8142447468,144.9672617018,4,Town Hall (West)
406,David Jones Foodhall - Espresso Bar,3.4,"Bakery, Desserts",1,-37.8142288547,144.9649174511,4,Town Hall (West)
408,Momo Station,4.2,Nepalese,2,-37.8139210762,144.9668576941,4,Town Hall (West)
409,Song Tea,3.5,Bubble Tea,1,-37.8138103604,144.9656000733,4,Town Hall (West)
410,Wagyu Fun,3.9,Asian,3,-37.8139096868,144.9668473005,4,Town Hall (West)
411,The LuWow,3.0,Bar Food,3,-37.8141623725,144.9672402442,4,Town Hall (West)
412,Max Asian Food,0.0,Asian,2,-37.8138124793,144.9666716158,4,Town Hall (West)
413,David Jones Food Hall - Sushi Bar ,0.0,"Japanese, Sushi",2,-37.8142021029,144.9648738653,4,Town Hall (West)
414,Teppanyaki Inn,4.6,"Japanese, Teppanyaki",4,-37.8148928785,144.9675885961,4,Town Hall (West)
415,Nusantara Indonesian Cuisine,3.8,Indonesian,1,-37.8138286364,144.9667825922,4,Town Hall (West)
416,The Cultured Salad,3.5,"Cafe Food, Salad, Coffee and Tea",2,-37.8144727987,144.9646680057,4,Town Hall (West)
418,Cafe SoHo - CBD,3.5,"Chinese, Cantonese, Coffee and Tea",2,-37.8137997656,144.9667457119,4,Town Hall (West)
420,Waterslide Bar,3.7,Bar Food,3,-37.8201055358,144.9668489769,35,Southbank
421,The Tuck Shop ,0.0,"Falafel, Kebab",2,-37.8201081842,144.966866076,35,Southbank
422,Salsas Fresh Mex Grill,2.9,"Fast Food, Mexican",2,-37.820179958,144.9668804929,35,Southbank
423,The Deck Southbank,4.2,European,4,-37.8201963786,144.9669143558,35,Southbank
424,Grill'd - Southgate,3.3,Burger,2,-37.8200668679,144.9669770524,35,Southbank
426,Workshop Brothers,4.0,"Cafe Food, Coffee and Tea",3,-37.8212846296,144.9637392908,35,Southbank
428,Jarrah Restaurant,3.3,Modern Australian,4,-37.8204795002,144.9670290202,35,Southbank
429,Soho Melbourne,3.2,"Italian, Pizza, Bar Food",3,-37.8208044663,144.9632615224,35,Southbank
430,Infinite Wasabi,3.9,Japanese,3,-37.8210600417,144.9632544816,35,Southbank
431,Thailander,3.0,Thai,2,-37.821149824,144.9633101374,35,Southbank
432,Lord of the Fries,2.6,Fast Food,2,-37.8184692868,144.9649218097,35,Southbank
433,Gloria Jean's Coffees,3.7,"Cafe Food, Coffee and Tea",1,-37.818447039,144.9649258331,35,Southbank
434,Breslin Bar & Grill,4.1,"Steak, Bar Food, Grill",4,-37.8209649625,144.9631186947,35,Southbank
435,The Bond Store,4.3,"Coffee and Tea, Cafe Food",2,-37.8217290361,144.963982366,35,Southbank
436,Old Man Pho,3.3,"Vietnamese, Pho",2,-37.8211116864,144.9630912021,35,Southbank
437,Jiao Zi,3.6,"Dumplings, Chinese, Asian",2,-37.8212051764,144.9630865082,35,Southbank
439,Left Bank Melbourne,3.8,"Modern Australian, European, Pizza",4,-37.82094351,144.9627690017,35,Southbank
440,Shoya Nouvelle Wafu Cuisine,4.7,"Japanese, Sushi, Japanese BBQ",4,-37.8117808942,144.9692287669,20,Chinatown-Lt Bourke St (South)
442,Welive For Hotpot - 味來日式独食火锅,3.7,"Hot Pot, Japanese, Asian",3,-37.811477,144.9673,20,Chinatown-Lt Bourke St (South)
443,Nam Loong Chinese Restaurant,4.2,"Asian, Chinese",3,-37.8113960256,144.967334792,20,Chinatown-Lt Bourke St (South)
444,Shimbashi Soba Don,3.4,Japanese,3,-37.8114100642,144.9673146755,20,Chinatown-Lt Bourke St (South)
445,Yamato Japanese,4.2,"Japanese, Sushi",3,-37.8109253337,144.9682246149,20,Chinatown-Lt Bourke St (South)
446,Shanghai Village Dumpling,3.8,"Chinese, Dumplings",3,-37.8113668889,144.969157353,20,Chinatown-Lt Bourke St (South)
447,Hofbräuhaus,4.5,German,4,-37.8117451356,144.9692800641,20,Chinatown-Lt Bourke St (South)
449,Shujinko - Russell St,4.2,"Japanese, Ramen",3,-37.8113258326,144.9672962353,20,Chinatown-Lt Bourke St (South)
450,Flower Drum,4.6,Chinese,4,-37.8119273715,144.9692998454,20,Chinatown-Lt Bourke St (South)
452,Old Crystal Jade Restaurant,3.9,Hot Pot,3,-37.8117424869,144.9671524018,20,Chinatown-Lt Bourke St (South)
453,Bangkok Jam,4.0,"Thai, Asian",3,-37.8113962905,144.9692740291,20,Chinatown-Lt Bourke St (South)
454,Six Po Hot Pot,2.8,Hot Pot,3,-37.8112696781,144.9672902003,20,Chinatown-Lt Bourke St (South)
455,New Kum Den BBQ  新金鼎,3.5,"Chinese, BBQ, Cantonese",3,-37.8116839488,144.9671228975,20,Chinatown-Lt Bourke St (South)
457,面食煮忆 Wonton Master,3.6,"Chinese, Dumplings",2,-37.811097771,144.9674377218,20,Chinatown-Lt Bourke St (South)
458,Seoul House Korean Restaurant,3.1,"Korean, Korean BBQ",3,-37.8110744615,144.9674494565,20,Chinatown-Lt Bourke St (South)
459,Pho Dzung City Noodle Shop,4.0,"Vietnamese, Pho",2,-37.8110630717,144.9674444273,20,Chinatown-Lt Bourke St (South)
460,Eau De Vie,4.8,Bar Food,3,-37.8157989819,144.9716095626,34,Flinders St-Spark La
461,Grill'd - Flinders Lane,3.3,Burger,2,-37.8151834367,144.9715575948,34,Flinders St-Spark La
462,The French Brasserie,4.4,"French, European",4,-37.8154898856,144.9715478718,34,Flinders St-Spark La
463,La Belle Miette,4.2,"Desserts, French, Coffee and Tea",1,-37.8133857716,144.973317124,34,Flinders St-Spark La
466,Café Alcaston,4.2,"Coffee and Tea, Cafe Food",2,-37.813285385,144.9736530706,34,Flinders St-Spark La
468,Sushi Land,3.3,Sushi,2,-37.8151654258,144.9714000151,34,Flinders St-Spark La
469,Tonka,4.6,"Indian, Contemporary",4,-37.8157052201,144.9714006856,34,Flinders St-Spark La
470,Lee Ho Fook,4.2,"Asian, Chinese",4,-37.8155757016,144.9713550881,34,Flinders St-Spark La
471,Swiss Club Restaurant,4.1,"European, Swiss",4,-37.8152666044,144.9713275954,34,Flinders St-Spark La
472,Trinket,3.8,"Italian, Bar Food",4,-37.8152464747,144.971325919,34,Flinders St-Spark La
473,Sensory Lab - Collins Street,3.5,"Coffee and Tea, Beverages",2,-37.8134866878,144.9725469947,34,Flinders St-Spark La
474,A Hereford Beefstouw,4.2,Steak,4,-37.815746274,144.9712960795,34,Flinders St-Spark La
475,Mrs Singh,3.6,Indian,4,-37.8151829069,144.9712531641,34,Flinders St-Spark La
477,Tazio,4.4,"Italian, Pizza",3,-37.8153031558,144.9711800739,34,Flinders St-Spark La
478,Garden State Hotel,3.8,Modern Australian,4,-37.8153465937,144.9711257592,34,Flinders St-Spark La
479,Pastuso,4.6,"Latin American, Peruvian",4,-37.8158421546,144.9710432813,34,Flinders St-Spark La
480,Café Notturno,2.6,"Italian, Cafe Food",3,-37.801481725,144.9666585401,37,Lygon St (East)
481,The Front,3.6,"Coffee and Tea, Cafe Food",1,-37.8014668898,144.9669901282,37,Lygon St (East)
482,Lambs Restaurant,2.5,Greek,3,-37.8047369263,144.9663946778,37,Lygon St (East)
483,IloveIstanbul,3.8,"Turkish, Middle Eastern",2,-37.8047385157,144.9661395326,37,Lygon St (East)
484,Cafe Cavallino,3.9,"Italian, Mediterranean, Pizza",3,-37.8013908592,144.9666675925,37,Lygon St (East)
485,Blackcat on Lygon,3.4,"Asian, Chinese",2,-37.8047451383,144.9659504369,37,Lygon St (East)
486,Tabouli,3.5,Middle Eastern,3,-37.8012295257,144.9666833505,37,Lygon St (East)
487,Il Gusto,2.4,Italian,4,-37.8011958814,144.967026338,37,Lygon St (East)
488,Don Tojo,4.3,"Japanese, Asian",2,-37.8013892697,144.9654988199,37,Lygon St (East)
489,Leyalina,3.9,"Lebanese, Egyptian, Mediterranean",3,-37.8011365402,144.9666635692,37,Lygon St (East)
490,Coffee On Drummond,3.8,"Coffee and Tea, Cafe Food",1,-37.8047944102,144.9680294842,37,Lygon St (East)
491,Midsquare Coffee,3.7,Coffee and Tea,1,-37.8027021774,144.9642261118,37,Lygon St (East)
492,Lord Lygon,3.5,Bar Food,4,-37.8051252733,144.9663222581,37,Lygon St (East)
493,Gelatissimo Carlton,4.2,"Desserts, Ice Cream",1,-37.8010173279,144.9667044729,37,Lygon St (East)
494,127 Cafe Go,3.0,Asian,3,-37.8026862828,144.964097701,37,Lygon St (East)
495,Seasons Provedore,4.1,Italian,3,-37.8009850081,144.9667581171,37,Lygon St (East)
496,Tono On Borsari,2.6,Italian,4,-37.8009071226,144.9667906389,37,Lygon St (East)
497,The Lincoln,4.1,Modern Australian,4,-37.8046044746,144.9645744637,37,Lygon St (East)
498,Tutto,4.1,"Juices, Beverages, Desserts, Frozen Yogurt",1,-37.8008199649,144.9666424468,37,Lygon St (East)
500,Isshin,3.2,"Sushi, Japanese",2,-37.8192405372,144.955798611,24,Spencer St-Collins St (North)
502,Buddabah,3.5,"Coffee and Tea, Cafe Food",2,-37.8189245691,144.9559585378,24,Spencer St-Collins St (North)
504,Velluto,3.0,"Sandwich, Coffee and Tea, Cafe Food",1,-37.8189722425,144.952837117,24,Spencer St-Collins St (North)
505,Sirocco Restaurant & Bar,3.4,"Modern Australian, Bar Food",4,-37.8201481763,144.954931587,24,Spencer St-Collins St (North)
506,Mad Mex,3.2,Mexican,2,-37.8192723193,144.9528511986,24,Spencer St-Collins St (North)
507,Network Public Bar & Pizzeria,3.7,"Modern Australian, Bar Food",3,-37.8179258046,144.9532531947,24,Spencer St-Collins St (North)
508,Xeo Xoi 1996,0.0,Vietnamese,1,-37.8176972337,144.9553798512,24,Spencer St-Collins St (North)
509,Spanish Doughnuts,3.1,"Desserts, Fast Food",1,-37.8190885125,144.9527707323,24,Spencer St-Collins St (North)
510,PappaRich - Southern Cross Express,2.4,Malaysian,3,-37.8192717896,144.9528173357,24,Spencer St-Collins St (North)
511,PAFU,3.7,"Bakery, Desserts, Japanese",1,-37.8192752326,144.9527931958,24,Spencer St-Collins St (North)
512,Don Don,4.0,"Japanese, Asian",2,-37.818053465,144.955980666,24,Spencer St-Collins St (North)
513,The Bottom End,4.1,"Bar Food, Burger",3,-37.8176935257,144.9555495009,24,Spencer St-Collins St (North)
514,Pulo Pool Parlour,0.0,Beverages,3,-37.8183795012,144.9562280998,24,Spencer St-Collins St (North)
515,Saint & Rogue,4.1,"Pub Food, Modern Australian",3,-37.8175258713,144.9553855509,24,Spencer St-Collins St (North)
516,Red Rooster,2.5,Fast Food,2,-37.8189330444,144.9525454268,24,Spencer St-Collins St (North)
517,Cherry & Twigs,4.1,"Coffee and Tea, Cafe Food",3,-37.8200941473,144.9557449669,24,Spencer St-Collins St (North)
518,Delicious Asian Cuisine,3.5,"Asian, Vietnamese",2,-37.8176212198,144.9532337487,24,Spencer St-Collins St (North)
519,Lau's Cafe 888,3.2,"Coffee and Tea, Cafe Food",2,-37.8197466659,144.9562227354,24,Spencer St-Collins St (North)
520,Cupanda Kitchen 每客美味,3.7,"Chinese, Dumplings, Hot Pot",3,-37.8094660903,144.9601176381,51,QVM-Franklin St (North)
521,Cafe Ren,3.5,"Coffee and Tea, Cafe Food, Sandwich",1,-37.8070926722,144.9593485147,51,QVM-Franklin St (North)
522,Hui Lau Shan 许留山,4.0,"Asian, Desserts",2,-37.8090083656,144.9606185406,51,QVM-Franklin St (North)
523,Tea Bag 芝士嘟嘟,3.7,Bubble Tea,1,-37.8090563103,144.9606336281,51,QVM-Franklin St (North)
524,Meet Sando,3.7,"Coffee and Tea, Cafe Food",2,-37.8070879041,144.9597139657,51,QVM-Franklin St (North)
525,Drago's,3.1,Sandwich,1,-37.8069981047,144.9593032524,51,QVM-Franklin St (North)
526,Original Chai Co,3.7,Tea,1,-37.8072153183,144.9580359086,51,QVM-Franklin St (North)
527,The Corner Chicken Shop,3.7,Fast Food,2,-37.8069755886,144.9592975527,51,QVM-Franklin St (North)
529,Island Somewhere,3.6,Bar Food,3,-37.8096183997,144.9579383433,51,QVM-Franklin St (North)
530,Geloso Gelateria,3.9,"Ice Cream, Desserts, Coffee and Tea",1,-37.8073125344,144.9577355012,51,QVM-Franklin St (North)
531,Pinball Paradise,3.7,Bar Food,1,-37.8096448882,144.9578672648,51,QVM-Franklin St (North)
533,M&G Caiafa,3.7,Bakery,1,-37.8068423463,144.9592247978,51,QVM-Franklin St (North)
534,Narocha Premium Tea Room,4.1,"Bubble Tea, Cafe Food, Coffee and Tea",1,-37.8071022084,144.9601763114,51,QVM-Franklin St (North)
535,Simply Spanish,3.9,"Spanish, Tapas",3,-37.8068953254,144.9596127123,51,QVM-Franklin St (North)
537,NeNe Chicken,3.2,"Korean, Fried Chicken",2,-37.8090133985,144.9609286711,51,QVM-Franklin St (North)
538,Andrew's Bread Shop,3.7,Bakery,1,-37.8068166514,144.9591285735,51,QVM-Franklin St (North)
539,Ferguson Plarre Bakehouse,3.6,"Bakery, Fast Food",1,-37.8067893672,144.9591644481,51,QVM-Franklin St (North)
